student_id,age,gender,city,state,branch,year_of_study,cgpa,daily_study_hours,daily_screen_time_hours,daily_chatgpt_usage_hours,daily_coding_hours,favorite_ai_tool,ai_dependency_level,productivity_score,stress_level,sleep_hours,placement_status,expected_salary_lpa,internet_quality,preferred_programming_language,mental_wellbeing_score,ai_replaceability_fear
STU02764,25,Female,Mumbai,Telangana,CSE,3,5.97,9.6,3.6,6.7,3.2,ChatGPT,Medium,42,7,4.4,Placed,26.67,Poor,JavaScript,77,9
STU02765,23,Male,Nagpur,Karnataka,IT,4,7.57,3.0,4.0,1.4,8.2,Perplexity,Low,66,3,5.8,Placed,10.82,Poor,C++,50,10
STU02766,20,Female,Delhi,Maharashtra,ENTC,2,7.95,9.5,4.2,5.0,0.9,Gemini,Medium,76,9,7.7,Not Placed,5.09,Good,Java,94,5
STU02767,23,Female,Hyderabad,Maharashtra,ENTC,2,5.55,7.4,10.4,2.7,6.8,GitHub Copilot,High,60,7,6.8,Internship,17.1,Good,JavaScript,48,3
STU02768,18,Male,Ahmedabad,Telangana,Civil,1,8.78,6.5,4.1,5.7,6.1,GitHub Copilot,Low,97,5,7.8,Placed,25.56,Excellent,Python,56,9
STU02769,17,Male,Kolkata,West Bengal,AI/ML,2,9.16,3.4,7.8,0.1,5.8,GitHub Copilot,Medium,55,1,7.9,Placed,25.13,Average,C++,78,8
STU02770,18,Male,Delhi,Karnataka,IT,2,7.01,3.1,12.9,3.4,2.2,ChatGPT,Medium,60,5,6.6,Placed,33.52,Excellent,JavaScript,39,3
STU02771,19,Male,Mumbai,Maharashtra,Civil,4,8.39,1.6,10.4,3.9,4.1,Gemini,Medium,45,8,4.2,Not Placed,33.97,Poor,JavaScript,47,2
STU02772,19,Female,Mumbai,West Bengal,Mechanical,1,7.04,8.8,4.2,6.7,5.5,Claude,Low,40,7,6.4,Internship,18.08,Good,JavaScript,62,1
STU02773,28,Male,Hyderabad,Gujarat,Civil,2,8.27,3.1,12.2,7.6,8.7,ChatGPT,Low,83,10,6.9,Placed,8.35,Average,Python,46,5
STU02774,18,Female,Ahmedabad,Gujarat,ENTC,2,8.86,6.9,12.1,0.1,1.4,GitHub Copilot,Medium,60,2,5.3,Placed,27.29,Poor,Python,86,3
STU02775,23,Male,Pune,West Bengal,ENTC,1,6.99,3.5,5.0,4.1,6.7,Claude,High,59,8,6.7,Placed,33.5,Average,JavaScript,89,2
STU02776,27,Male,Nagpur,Delhi,IT,4,9.18,8.9,11.8,1.6,1.0,ChatGPT,High,83,7,4.4,Placed,19.7,Average,Python,32,5
STU02777,25,Male,Bangalore,Delhi,Mechanical,4,6.36,9.4,12.6,7.6,2.6,ChatGPT,Medium,88,1,4.9,Internship,9.68,Good,JavaScript,34,5
STU02778,27,Male,Ahmedabad,Delhi,Electrical,4,7.79,4.3,6.6,7.1,1.3,GitHub Copilot,High,99,10,6.6,Not Placed,7.48,Poor,Python,61,1
STU02779,24,Male,Chennai,Tamil Nadu,ENTC,3,8.11,2.1,8.1,4.2,3.3,Gemini,Low,57,8,7.3,Not Placed,20.56,Excellent,C++,39,7
STU02780,22,Female,Kolkata,Maharashtra,CSE,4,7.96,4.0,6.0,1.8,7.2,Claude,Medium,67,7,4.7,Not Placed,33.54,Excellent,C++,73,2
STU02781,27,Female,Delhi,Karnataka,CSE,2,7.72,9.6,10.4,5.1,8.5,Perplexity,High,90,9,6.7,Internship,32.76,Good,JavaScript,87,8
STU02782,22,Male,Nagpur,Tamil Nadu,AI/ML,4,8.85,1.1,12.9,4.2,0.4,Gemini,Low,89,2,4.9,Not Placed,3.45,Poor,Python,30,10
STU02783,17,Female,Bangalore,West Bengal,Electrical,4,6.6,6.4,11.8,2.6,3.9,Claude,Medium,87,7,6.5,Internship,18.29,Poor,Python,47,2
STU02784,21,Male,Pune,Delhi,CSE,3,9.84,9.2,6.1,4.1,5.5,GitHub Copilot,High,100,8,5.5,Internship,6.83,Excellent,Java,34,4
STU02785,26,Male,Pune,Maharashtra,Civil,2,7.24,1.0,4.6,4.8,2.7,Perplexity,Low,60,5,7.7,Placed,6.58,Average,C++,31,7
STU02786,23,Female,Delhi,Gujarat,Civil,3,6.28,4.1,4.9,7.4,1.4,Gemini,Medium,97,2,4.4,Not Placed,27.1,Poor,Java,36,6
STU02787,20,Male,Kolkata,Telangana,Civil,1,6.02,9.9,3.1,7.9,7.5,Claude,Medium,52,2,8.5,Placed,29.24,Average,C++,73,8
STU02788,23,Female,Mumbai,Maharashtra,Mechanical,1,6.43,2.9,11.9,7.8,6.2,GitHub Copilot,Low,47,8,7.8,Internship,7.9,Average,Java,38,9
STU02789,19,Male,Pune,Telangana,Mechanical,4,9.0,7.2,6.9,6.1,0.6,Perplexity,Medium,43,9,7.3,Internship,28.92,Average,Python,81,4
STU02790,18,Male,Mumbai,West Bengal,CSE,2,9.82,1.1,7.7,4.5,6.1,Claude,High,58,9,7.4,Internship,23.05,Excellent,Python,41,6
STU02791,20,Male,Nagpur,Maharashtra,Mechanical,2,5.59,6.9,10.3,1.3,0.6,Claude,Medium,58,4,8.0,Internship,16.72,Poor,Java,56,6
STU02792,23,Female,Bangalore,Gujarat,CSE,1,9.83,8.2,12.2,4.1,4.3,Perplexity,Medium,61,4,4.6,Not Placed,6.11,Excellent,JavaScript,71,10
STU02793,23,Male,Ahmedabad,Maharashtra,ENTC,1,6.61,6.4,10.2,6.6,7.3,Perplexity,Medium,46,8,6.9,Placed,34.66,Excellent,C++,85,2
STU02794,19,Female,Delhi,Delhi,ENTC,1,5.8,1.6,4.2,0.3,3.8,Perplexity,High,87,1,5.0,Placed,10.62,Average,JavaScript,87,3
STU02795,27,Male,Nagpur,West Bengal,Civil,2,9.14,6.6,6.4,6.3,8.8,Perplexity,High,70,6,6.7,Not Placed,10.9,Good,Java,78,4
STU02796,19,Male,Pune,Delhi,CSE,1,7.22,9.5,13.5,5.4,7.5,Perplexity,Low,79,1,4.9,Placed,30.87,Excellent,Python,66,1
STU02797,22,Male,Delhi,Delhi,Civil,2,8.11,7.9,5.0,6.4,1.9,Claude,High,76,6,8.8,Internship,29.87,Average,Python,45,1
STU02798,20,Male,Bangalore,Delhi,ENTC,2,7.7,5.0,13.7,5.1,3.7,Perplexity,Low,56,10,8.6,Placed,28.16,Excellent,Java,53,9
STU02799,20,Male,Chennai,Telangana,AI/ML,3,8.94,9.7,9.7,2.0,6.5,Perplexity,High,43,6,6.8,Placed,10.33,Average,C++,86,6
STU02800,18,Male,Mumbai,Telangana,Civil,2,5.77,9.2,10.7,3.7,7.7,Claude,High,83,1,6.8,Not Placed,16.19,Poor,Java,82,9
STU02801,19,Male,Ahmedabad,Delhi,Mechanical,2,8.97,7.4,11.1,0.9,4.9,Perplexity,Medium,47,4,6.2,Internship,26.02,Excellent,Python,87,9
STU02802,21,Male,Kolkata,Gujarat,Mechanical,4,9.02,1.9,13.8,6.4,7.1,ChatGPT,Low,46,3,7.3,Placed,24.76,Good,JavaScript,32,3
STU02803,18,Female,Chennai,Telangana,IT,4,5.83,5.9,4.0,6.4,3.9,Claude,High,90,7,8.6,Internship,10.87,Poor,JavaScript,30,8
STU02804,22,Male,Mumbai,West Bengal,Electrical,3,7.61,8.5,9.8,5.2,8.2,GitHub Copilot,Low,42,3,8.1,Internship,28.61,Poor,JavaScript,33,8
STU02805,25,Male,Kolkata,Tamil Nadu,Mechanical,1,9.44,8.1,5.1,5.3,5.8,Claude,Medium,83,8,7.0,Not Placed,18.23,Good,Java,46,6
STU02806,27,Male,Nagpur,Karnataka,IT,2,7.75,4.2,7.8,5.1,5.4,ChatGPT,Medium,57,7,6.8,Not Placed,9.96,Poor,C++,42,3
STU02807,22,Female,Nagpur,Gujarat,CSE,4,9.68,1.0,5.9,5.4,4.2,Perplexity,High,43,3,5.7,Internship,14.91,Excellent,Python,76,3
STU02808,18,Female,Bangalore,Tamil Nadu,Electrical,3,6.48,4.7,4.9,4.6,3.9,Claude,Low,96,9,6.2,Not Placed,6.91,Poor,Python,99,1
STU02809,18,Male,Nagpur,Maharashtra,Mechanical,1,6.12,6.2,3.8,6.0,3.0,Perplexity,Low,94,7,7.8,Not Placed,20.99,Poor,Python,85,9
STU02810,25,Female,Mumbai,Telangana,CSE,1,7.61,6.5,12.3,2.1,3.4,Perplexity,Medium,64,8,5.6,Internship,28.71,Excellent,Python,82,2
STU02811,20,Male,Pune,Maharashtra,IT,4,8.07,4.3,3.7,3.5,1.7,ChatGPT,High,52,2,5.7,Placed,11.81,Average,Java,33,6
STU02812,21,Male,Bangalore,Maharashtra,Mechanical,1,5.62,9.0,5.1,4.5,2.6,ChatGPT,Low,98,9,5.8,Internship,29.4,Poor,C++,39,6
STU02813,24,Female,Bangalore,Maharashtra,ENTC,1,8.69,9.0,5.7,5.4,6.3,Perplexity,Low,92,4,9.0,Not Placed,30.48,Poor,Python,32,9
STU02814,26,Female,Nagpur,Karnataka,CSE,4,5.89,7.8,8.8,3.1,4.0,Claude,Low,82,9,7.2,Placed,17.41,Average,Java,62,6
STU02815,26,Female,Bangalore,West Bengal,CSE,2,5.74,2.1,2.2,3.4,4.6,Gemini,High,82,3,5.0,Not Placed,28.71,Excellent,C++,88,8
STU02816,19,Female,Bangalore,Gujarat,Electrical,2,9.35,3.0,11.7,6.2,8.0,Perplexity,High,57,5,7.1,Internship,28.8,Good,Java,67,10
STU02817,19,Female,Pune,West Bengal,Electrical,2,8.61,7.0,6.2,5.0,4.2,Claude,High,73,4,7.8,Internship,9.89,Poor,JavaScript,40,10
STU02818,28,Female,Chennai,Tamil Nadu,Mechanical,1,9.67,8.5,4.7,6.9,8.1,Claude,Low,82,1,6.8,Internship,5.75,Good,C++,75,7
STU02819,18,Male,Delhi,Tamil Nadu,Civil,2,9.61,3.9,6.4,7.3,2.4,Perplexity,Low,63,3,7.3,Internship,11.76,Excellent,JavaScript,97,1
STU02820,24,Female,Nagpur,Gujarat,CSE,2,9.3,7.5,12.9,1.0,2.1,ChatGPT,Medium,79,4,6.5,Internship,20.57,Poor,Java,74,1
STU02821,26,Female,Nagpur,Gujarat,IT,1,9.85,8.0,7.2,2.9,4.5,Gemini,Low,100,4,7.6,Not Placed,15.17,Poor,Python,87,9
STU02822,20,Male,Mumbai,Delhi,IT,4,7.56,9.4,10.4,0.8,2.3,GitHub Copilot,Low,100,5,7.3,Placed,7.15,Average,C++,64,9
STU02823,18,Female,Kolkata,Karnataka,Mechanical,3,8.39,2.7,7.8,1.4,5.2,Claude,High,64,10,6.4,Internship,12.64,Poor,Java,69,1
STU02824,27,Male,Nagpur,Delhi,IT,1,9.49,3.6,6.1,7.2,4.6,ChatGPT,Medium,96,9,4.0,Placed,12.97,Poor,Python,39,9
STU02825,28,Male,Delhi,Delhi,ENTC,4,6.97,9.8,7.3,7.6,7.7,ChatGPT,Medium,71,10,6.1,Not Placed,22.01,Average,C++,87,9
STU02826,26,Female,Mumbai,Maharashtra,Electrical,3,7.55,3.9,6.4,8.0,3.3,Claude,Medium,84,3,6.6,Internship,22.81,Average,C++,56,1
STU02827,28,Male,Ahmedabad,Karnataka,ENTC,4,9.43,5.3,13.9,2.0,6.1,Claude,High,88,7,5.6,Not Placed,16.6,Poor,Python,63,7
STU02828,25,Female,Bangalore,West Bengal,AI/ML,3,5.92,2.9,7.4,5.9,5.7,Gemini,Low,98,5,4.8,Placed,13.64,Poor,JavaScript,65,10
STU02829,19,Male,Mumbai,Gujarat,CSE,4,6.34,6.0,7.8,2.3,8.8,GitHub Copilot,High,82,7,7.7,Not Placed,24.16,Good,JavaScript,38,5
STU02830,22,Male,Ahmedabad,Telangana,Mechanical,3,8.14,7.1,13.4,2.0,8.1,Claude,Low,69,2,5.8,Not Placed,11.47,Excellent,Python,80,10
STU02831,24,Female,Kolkata,Tamil Nadu,CSE,2,8.05,1.6,8.6,4.2,3.8,Gemini,High,91,1,5.9,Not Placed,22.28,Good,JavaScript,97,2
STU02832,17,Male,Kolkata,Delhi,CSE,4,7.91,10.0,5.9,0.7,0.2,Claude,Low,96,1,5.8,Internship,28.27,Excellent,Java,48,10
STU02833,20,Male,Nagpur,Delhi,Civil,1,7.8,9.1,6.6,2.5,8.0,GitHub Copilot,Medium,75,8,8.5,Placed,23.28,Average,JavaScript,60,2
STU02834,21,Male,Kolkata,West Bengal,ENTC,2,9.51,3.4,3.3,2.3,1.4,Perplexity,Medium,50,3,6.1,Placed,8.14,Excellent,Java,70,10
STU02835,22,Male,Hyderabad,Delhi,Mechanical,1,5.6,6.2,4.2,2.0,0.2,Perplexity,Medium,85,4,9.0,Placed,10.38,Poor,C++,62,4
STU02836,19,Female,Bangalore,Telangana,IT,2,8.47,4.6,5.9,7.6,1.3,Claude,Medium,99,2,7.2,Placed,10.79,Average,JavaScript,38,9
STU02837,19,Male,Kolkata,Gujarat,AI/ML,3,9.57,1.1,5.3,4.4,2.4,GitHub Copilot,High,73,9,7.7,Placed,33.71,Good,JavaScript,65,3
STU02838,27,Male,Delhi,West Bengal,Civil,4,8.67,4.1,6.2,4.1,2.2,Claude,High,78,7,6.3,Placed,21.97,Good,C++,78,10
STU02839,20,Male,Chennai,Tamil Nadu,Mechanical,2,6.58,9.4,12.4,3.8,2.7,GitHub Copilot,Low,77,5,7.3,Not Placed,8.77,Average,Python,31,2
STU02840,27,Male,Chennai,Maharashtra,ENTC,4,8.05,4.1,8.3,0.4,5.8,Claude,High,54,9,5.2,Placed,4.56,Average,Python,39,7
STU02841,17,Male,Kolkata,Telangana,ENTC,2,7.18,7.9,3.2,1.0,6.5,Claude,High,48,8,6.4,Placed,25.13,Excellent,Java,49,9
STU02842,22,Female,Ahmedabad,Tamil Nadu,Civil,3,9.41,3.9,2.6,3.1,3.0,Perplexity,Low,67,10,8.4,Not Placed,13.5,Good,JavaScript,98,2
STU02843,27,Male,Mumbai,Maharashtra,Civil,4,6.8,6.8,7.6,1.3,3.7,GitHub Copilot,Low,61,8,9.0,Not Placed,5.41,Good,C++,98,10
STU02844,26,Female,Ahmedabad,Maharashtra,IT,4,7.02,2.9,8.5,4.4,5.6,Perplexity,Low,87,9,8.3,Placed,5.01,Excellent,Python,43,8
STU02845,22,Female,Hyderabad,Karnataka,CSE,3,7.17,5.1,11.2,1.3,5.3,Gemini,High,62,10,8.2,Not Placed,15.28,Average,JavaScript,89,4
STU02846,24,Female,Hyderabad,Gujarat,AI/ML,3,9.7,1.0,11.2,7.6,5.5,Gemini,Medium,95,6,4.2,Internship,20.04,Excellent,Java,47,3
STU02847,25,Male,Pune,West Bengal,Civil,3,5.86,7.9,4.3,2.7,7.4,ChatGPT,Low,96,10,8.3,Internship,32.74,Average,Python,52,6
STU02848,27,Male,Delhi,Gujarat,CSE,1,6.71,1.4,13.4,3.9,1.6,Claude,High,85,3,8.7,Not Placed,19.01,Good,JavaScript,100,6
STU02849,17,Male,Chennai,Gujarat,Mechanical,1,6.67,8.3,9.1,1.0,4.6,ChatGPT,Low,88,8,4.8,Placed,30.01,Good,Java,91,10
STU02850,24,Female,Mumbai,Karnataka,AI/ML,3,8.99,6.2,12.7,7.0,7.0,Perplexity,High,95,9,6.8,Internship,15.18,Poor,C++,44,7
STU02851,21,Male,Delhi,Gujarat,CSE,3,6.51,2.3,12.4,5.2,6.7,GitHub Copilot,High,59,1,4.3,Placed,11.34,Excellent,C++,37,6
STU02852,26,Female,Hyderabad,West Bengal,Mechanical,3,6.46,6.2,5.3,5.9,3.2,Gemini,High,91,3,6.1,Not Placed,23.17,Excellent,Python,66,5
STU02853,25,Male,Mumbai,Delhi,Mechanical,3,9.31,6.0,8.2,4.2,1.0,Gemini,Medium,65,4,6.3,Not Placed,17.86,Poor,Python,52,4
STU02854,27,Male,Bangalore,Tamil Nadu,AI/ML,1,7.33,1.2,10.6,2.9,8.2,GitHub Copilot,Low,53,8,7.0,Not Placed,27.18,Good,Java,78,3
STU02855,22,Female,Mumbai,West Bengal,CSE,4,6.46,7.9,12.1,1.7,3.5,GitHub Copilot,Medium,52,4,4.3,Not Placed,14.94,Good,Java,90,5
STU02856,20,Male,Kolkata,Gujarat,AI/ML,4,8.4,7.8,2.5,7.5,2.2,GitHub Copilot,Medium,87,2,6.8,Placed,8.09,Excellent,Java,37,1
STU02857,24,Female,Delhi,Gujarat,Civil,3,7.8,7.5,12.4,6.4,1.1,Claude,Low,49,8,6.2,Placed,11.87,Excellent,Python,68,7
STU02858,26,Female,Delhi,Delhi,Civil,2,6.73,1.8,9.0,3.8,6.3,Claude,High,83,8,6.3,Internship,32.15,Average,Java,34,7
STU02859,26,Female,Pune,Karnataka,IT,1,5.65,7.8,8.0,2.3,0.8,GitHub Copilot,Low,77,3,6.1,Internship,14.45,Excellent,JavaScript,32,3
STU02860,18,Female,Kolkata,Tamil Nadu,Civil,2,9.72,3.6,11.2,2.1,2.2,Claude,Low,63,9,6.2,Not Placed,4.88,Excellent,Java,93,5
STU02861,23,Male,Chennai,Gujarat,AI/ML,3,8.78,8.1,8.2,4.4,5.5,Gemini,Low,63,5,7.6,Internship,22.07,Good,Java,49,2
STU02862,25,Female,Ahmedabad,Karnataka,AI/ML,1,5.87,1.9,5.7,7.0,6.8,Gemini,Low,67,6,8.2,Internship,25.91,Average,JavaScript,55,8
STU02863,22,Male,Hyderabad,Gujarat,CSE,4,6.09,9.1,13.9,1.2,8.3,ChatGPT,Medium,78,1,7.4,Internship,13.26,Poor,JavaScript,82,2
STU02864,20,Female,Ahmedabad,Delhi,Mechanical,2,5.51,6.0,13.5,1.5,7.9,Gemini,Medium,44,4,5.1,Not Placed,34.78,Excellent,Python,78,5
STU02865,23,Male,Bangalore,Telangana,AI/ML,2,5.51,8.6,11.3,5.5,6.1,GitHub Copilot,Low,63,1,4.8,Not Placed,20.24,Poor,C++,82,1
STU02866,24,Male,Chennai,Delhi,ENTC,3,7.07,6.2,12.2,4.4,7.1,ChatGPT,High,87,5,8.5,Internship,6.02,Average,JavaScript,93,5
STU02867,26,Male,Ahmedabad,Karnataka,CSE,2,7.36,4.2,10.8,3.8,0.5,Claude,Medium,86,3,8.7,Internship,32.92,Poor,C++,79,1
STU02868,25,Female,Mumbai,West Bengal,CSE,1,8.84,3.4,5.5,4.0,5.7,GitHub Copilot,High,64,2,8.5,Placed,22.04,Good,JavaScript,71,5
STU02869,17,Male,Kolkata,West Bengal,CSE,1,9.58,4.0,12.4,7.6,7.0,Gemini,High,80,10,5.3,Placed,8.63,Good,Python,52,7
STU02870,25,Female,Delhi,Maharashtra,CSE,2,9.12,8.2,10.4,4.5,4.9,GitHub Copilot,Medium,90,5,5.1,Not Placed,7.12,Good,C++,30,9
STU02871,26,Female,Hyderabad,Maharashtra,Mechanical,3,6.6,3.2,13.5,3.8,8.9,Perplexity,Medium,41,6,4.6,Internship,23.44,Excellent,Java,83,2
STU02872,21,Male,Bangalore,West Bengal,IT,3,7.58,3.8,10.5,0.8,0.1,Claude,High,41,10,4.8,Internship,12.7,Poor,C++,79,3
STU02873,19,Male,Hyderabad,Karnataka,IT,2,9.57,7.2,8.0,4.7,4.2,Perplexity,Low,94,8,4.4,Internship,32.88,Good,C++,50,4
STU02874,25,Female,Nagpur,Gujarat,CSE,1,7.85,6.3,10.5,7.7,3.4,Perplexity,High,48,1,7.0,Not Placed,29.59,Average,JavaScript,88,10
STU02875,27,Male,Mumbai,Delhi,CSE,4,9.52,7.8,4.4,4.8,0.3,Perplexity,Low,85,8,6.2,Not Placed,11.02,Poor,Python,98,4
STU02876,27,Female,Ahmedabad,Gujarat,Mechanical,3,7.64,4.8,12.0,7.1,3.2,Perplexity,Low,69,9,7.7,Placed,27.08,Poor,C++,81,4
STU02877,19,Female,Nagpur,Tamil Nadu,ENTC,4,7.87,6.0,5.6,7.4,0.1,Claude,Medium,47,6,8.3,Placed,6.08,Good,C++,54,9
STU02878,23,Female,Ahmedabad,Maharashtra,IT,4,5.98,8.1,9.9,5.1,5.6,GitHub Copilot,Medium,65,3,8.9,Internship,31.86,Excellent,Python,68,2
STU02879,28,Female,Kolkata,Maharashtra,Electrical,3,5.88,3.7,13.8,7.3,4.2,Claude,High,43,8,7.4,Not Placed,24.59,Good,C++,82,3
STU02880,23,Female,Chennai,Karnataka,CSE,1,8.11,9.0,11.5,0.1,0.8,Claude,Low,65,9,8.9,Not Placed,18.07,Average,Python,72,10
STU02881,23,Male,Bangalore,Delhi,ENTC,1,5.81,8.5,11.6,2.7,5.5,Claude,Medium,91,9,5.8,Placed,25.46,Poor,C++,57,4
STU02882,22,Female,Hyderabad,West Bengal,ENTC,2,7.75,5.9,7.0,4.7,0.6,ChatGPT,Medium,50,7,5.6,Not Placed,32.25,Average,Python,67,1
STU02883,28,Female,Pune,Delhi,ENTC,4,8.87,8.5,13.3,3.5,3.7,GitHub Copilot,Low,42,2,4.4,Internship,8.14,Good,JavaScript,84,10
STU02884,26,Female,Bangalore,Karnataka,ENTC,2,7.27,8.2,7.6,2.7,3.8,Perplexity,Low,54,2,5.8,Internship,14.83,Poor,C++,34,7
STU02885,25,Male,Nagpur,Telangana,Electrical,3,6.38,8.3,9.1,4.6,3.9,Gemini,Medium,65,3,4.1,Not Placed,21.6,Excellent,Java,49,5
STU02886,28,Male,Bangalore,West Bengal,Mechanical,4,9.3,8.9,9.9,3.4,3.7,Claude,High,53,4,7.0,Placed,8.61,Average,Java,70,2
STU02887,28,Male,Kolkata,Gujarat,IT,1,5.76,7.4,13.2,1.0,2.6,GitHub Copilot,High,52,5,7.7,Internship,12.54,Excellent,JavaScript,84,1
STU02888,18,Female,Kolkata,West Bengal,IT,3,6.0,6.8,8.5,6.8,3.0,Perplexity,Medium,83,5,8.5,Placed,15.93,Good,Java,54,6
STU02889,22,Female,Nagpur,Tamil Nadu,Civil,3,9.7,1.3,10.1,4.6,4.4,Claude,Low,54,9,4.9,Internship,29.54,Excellent,Python,42,9
STU02890,26,Female,Delhi,Karnataka,CSE,3,6.72,7.9,5.2,5.4,4.3,Claude,High,97,5,6.6,Internship,27.18,Good,Python,46,4
STU02891,28,Female,Chennai,Karnataka,CSE,4,9.86,5.7,13.9,0.3,7.5,Claude,High,75,7,7.7,Not Placed,23.81,Poor,C++,35,10
STU02892,19,Male,Ahmedabad,Delhi,CSE,2,7.53,2.8,3.7,6.1,2.2,Claude,High,80,4,8.9,Not Placed,30.66,Poor,Python,43,4
STU02893,19,Male,Hyderabad,Delhi,Electrical,1,9.57,10.0,6.3,0.9,0.7,Perplexity,High,41,6,8.8,Not Placed,9.65,Good,Java,88,3
STU02894,27,Female,Bangalore,Tamil Nadu,AI/ML,2,8.24,9.8,4.3,1.8,7.2,Claude,High,67,7,6.5,Placed,22.62,Average,JavaScript,70,5
STU02895,17,Male,Mumbai,West Bengal,Electrical,2,6.45,3.6,3.5,2.1,4.2,ChatGPT,Medium,90,5,4.5,Placed,9.23,Poor,Java,60,8
STU02896,25,Male,Kolkata,Delhi,Mechanical,2,7.94,1.4,8.4,2.2,8.1,Gemini,Low,42,2,6.3,Placed,10.72,Good,C++,65,1
STU02897,25,Female,Pune,Karnataka,CSE,1,8.23,6.4,13.4,0.2,2.2,Gemini,Medium,42,6,4.4,Placed,14.51,Excellent,Python,74,8
STU02898,22,Female,Ahmedabad,Tamil Nadu,Civil,2,8.02,2.3,4.4,1.7,5.5,Gemini,Medium,98,2,5.4,Placed,8.32,Average,Java,38,6
STU02899,21,Female,Bangalore,Maharashtra,ENTC,4,5.66,2.9,13.6,6.1,2.0,ChatGPT,Medium,97,4,5.8,Not Placed,28.73,Poor,JavaScript,97,3
STU02900,25,Male,Hyderabad,Gujarat,IT,4,8.21,6.4,11.6,4.5,5.2,ChatGPT,Low,92,9,6.3,Not Placed,14.97,Average,Python,64,7
STU02901,18,Male,Chennai,Karnataka,Electrical,2,9.16,4.0,2.2,2.8,8.0,GitHub Copilot,Medium,100,7,5.1,Not Placed,9.63,Good,JavaScript,68,8
STU02902,27,Male,Delhi,Maharashtra,Mechanical,1,7.93,6.3,5.8,1.2,0.9,Gemini,Low,82,2,6.8,Not Placed,6.77,Good,C++,80,9
STU02903,25,Male,Delhi,Gujarat,ENTC,4,5.63,7.9,3.7,3.3,7.4,Claude,Medium,82,4,6.7,Placed,16.11,Excellent,C++,95,6
STU02904,20,Male,Pune,Maharashtra,Electrical,1,7.56,6.2,12.5,5.6,6.9,Claude,High,93,8,5.1,Placed,6.85,Average,Java,67,1
STU02905,26,Male,Pune,Maharashtra,Electrical,1,9.11,8.7,11.9,7.2,0.8,Gemini,Low,75,6,8.2,Placed,32.81,Excellent,Java,31,7
STU02906,18,Female,Pune,Telangana,AI/ML,4,7.71,5.0,7.1,5.7,2.2,GitHub Copilot,High,79,7,8.2,Placed,11.84,Good,Java,61,6
STU02907,21,Male,Kolkata,West Bengal,Civil,3,8.43,2.5,13.7,2.2,3.7,Gemini,Low,99,7,7.5,Internship,24.26,Excellent,C++,43,7
STU02908,28,Female,Pune,Karnataka,Electrical,1,8.12,3.6,7.5,6.7,5.1,Claude,Medium,59,4,6.0,Placed,9.59,Good,JavaScript,36,5
STU02909,21,Male,Ahmedabad,Gujarat,IT,3,8.47,5.1,6.4,0.0,8.6,Claude,High,98,10,8.0,Internship,23.53,Good,Java,48,8
STU02910,21,Female,Pune,Karnataka,Mechanical,4,9.86,2.7,6.0,0.3,4.6,Perplexity,High,79,7,5.7,Placed,33.37,Good,JavaScript,48,3
STU02911,25,Male,Ahmedabad,Gujarat,CSE,3,5.64,2.7,8.2,3.9,5.0,Perplexity,Low,44,5,8.2,Placed,11.69,Poor,Python,63,7
STU02912,22,Female,Nagpur,Gujarat,CSE,3,8.76,3.1,12.5,6.2,4.3,Gemini,High,92,10,7.9,Placed,16.1,Average,Java,75,1
STU02913,23,Male,Hyderabad,Gujarat,CSE,2,7.3,6.3,10.1,2.8,4.1,Gemini,High,48,9,6.0,Placed,4.31,Average,Python,89,2
STU02914,27,Male,Chennai,Tamil Nadu,Civil,4,8.61,5.6,12.1,2.9,5.0,Perplexity,High,81,1,6.0,Not Placed,13.13,Poor,Java,44,7
STU02915,22,Male,Ahmedabad,Karnataka,AI/ML,3,9.09,7.5,13.0,2.2,6.8,Gemini,Low,70,8,6.5,Not Placed,11.35,Good,C++,48,2
STU02916,25,Female,Kolkata,Delhi,IT,3,6.93,5.1,11.2,5.8,3.7,Gemini,High,55,10,8.4,Placed,29.53,Poor,Python,96,2
STU02917,27,Female,Pune,Delhi,CSE,3,9.13,7.3,4.2,0.2,5.7,Perplexity,Medium,97,4,5.0,Placed,4.51,Poor,Java,53,4
STU02918,20,Female,Mumbai,Gujarat,Mechanical,1,8.08,8.0,12.0,0.7,0.2,Gemini,Low,78,10,8.0,Not Placed,19.88,Poor,C++,71,5
STU02919,25,Female,Ahmedabad,Tamil Nadu,IT,1,8.54,5.8,4.2,3.9,5.5,Perplexity,High,51,2,7.4,Placed,21.57,Poor,Python,60,6
STU02920,21,Female,Delhi,Delhi,Mechanical,4,7.93,8.9,11.2,6.4,8.8,ChatGPT,Low,88,8,6.9,Not Placed,22.67,Average,Java,57,7
STU02921,18,Female,Ahmedabad,West Bengal,Civil,3,8.03,1.5,12.9,1.6,2.2,ChatGPT,Low,54,9,8.2,Internship,17.64,Good,Java,43,1
STU02922,27,Female,Kolkata,Karnataka,Mechanical,1,6.56,8.8,9.5,3.8,7.5,Gemini,Low,63,4,5.4,Placed,10.02,Excellent,Python,69,10
STU02923,25,Female,Hyderabad,Maharashtra,Mechanical,4,8.96,6.1,7.8,1.6,7.0,Gemini,Low,42,1,7.6,Placed,7.26,Average,C++,93,3
STU02924,18,Male,Hyderabad,West Bengal,IT,1,9.43,9.4,7.6,4.8,0.5,ChatGPT,Medium,100,2,4.8,Placed,16.89,Excellent,Java,93,9
